title,document_url,company_url,page_number
Standard Group Limited (SGL.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-sgl-2022-ar-00/,https://africanfinancials.com/company/ke-sgl/,44
BOC Kenya Limited (BOC.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-boc-2022-ar-00/,https://africanfinancials.com/company/ke-boc/,44
Crown Paints Kenya (CRWN.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-crwn-2022-ar-00/,https://africanfinancials.com/company/ke-crwn/,44
Britam Holdings Limited (BRIT.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-brit-2022-ar-00/,https://africanfinancials.com/company/ke-brit/,44
Sameer Africa Limited (SAMEER.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-sameer-2022-ar-00/,https://africanfinancials.com/company/ke-sameer/,45
Flame Tree Group Holdings Limited (FTGH.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-ftgh-2022-ar-00/,https://africanfinancials.com/company/ke-ftgh/,45
TotalEnergies Marketing Kenya Plc (TOTL.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-totl-2022-ar-00/,https://africanfinancials.com/document/ke-totl-2022-ar-00/,45
Eveready East Africa Limited (EVRD.ke) 2022 Annual Report,https://africanfinancials.com/document/eveready-east-africa-limited-evrd-ke-2022-annual-report/,https://africanfinancials.com/company/ke-evrd/,45
BK Group Plc (BKG.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-bkg-2022-ar-00/,https://africanfinancials.com/company/ke-bkg/,45
Stanbic Holdings Plc (SBIC.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-sbic-2022-ar-00/,https://africanfinancials.com/company/ke-sbic/,45
The Co-operative Bank of Kenya Limited (COOP.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-coop-2022-ar-00/,https://africanfinancials.com/company/ke-coop/,45
Nairobi Securities Exchange Limited (NSE.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-nse-2022-ar-00/,https://africanfinancials.com/company/ke-nse/,46
HF Group Limited (HFCK.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-hfck-2022-ar-00/,https://africanfinancials.com/company/ke-hfck/,46
Sanlam Kenya Plc (SLAM.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-slam-2022-ar-00/,https://africanfinancials.com/company/ke-slam/,46
ScanGroup Limited (SCAN.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-scan-2022-ar-00/,https://africanfinancials.com/company/ke-scan/,46
Kenya Re-Insurance Corporation Limited (KNRE.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-knre-2022-ar-00/,https://africanfinancials.com/company/ke-knre/,46
I&M Group Plc (IMH.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-imh-2022-ar-00/,https://africanfinancials.com/company/ke-imh/,46
Absa Bank Kenya Plc (ABSA.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-absa-2022-ar-00/,https://africanfinancials.com/company/ke-absa/,46
Bamburi Cement Limited (BAMB.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-bamb-2022-ar-00/,https://africanfinancials.com/company/ke-bamb/,46
Umeme Limited (UMME.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-umme-2022-ar-00/,https://africanfinancials.com/company/ke-umme/,47
KCB Group Plc (KCB.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-kcb-2022-ar-00/,https://africanfinancials.com/company/ke-kcb/,47
Standard Chartered Bank Limited (SCBK.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-scbk-2022-ar-00/,https://africanfinancials.com/company/ke-scbk/,48
NCBA Group PLC (NCBA.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-ncba-2022-ar-00/,https://africanfinancials.com/company/ke-ncba/,48
Diamond Trust Bank of Kenya Limited (DTK.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-dtk-2022-ar-00/,https://africanfinancials.com/company/ke-dtk/,49
CIC Insurance Group (CIC.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-cic-2022-ar-00/,https://africanfinancials.com/company/ke-cic/,49
Stanlib Fahari I-REIT (FAHR.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-fahr-2022-ar-00/,https://africanfinancials.com/company/ke-fahr/,50
Kakuzi Limited (KUKZ.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-kukz-2022-ar-00/,https://africanfinancials.com/company/ke-kukz/,51
Liberty Kenya Holdings Limited (LBTY.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-lbty-2022-ar-00/,https://africanfinancials.com/company/ke-lbty/,51
Car & General Limited (CGEN.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-cgen-2022-ar-00/,https://africanfinancials.com/company/ke-cgen/,53
Sasini Limited (SASN.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-sasn-2022-ar-00/,https://africanfinancials.com/company/ke-sasn/,53
The Kenya Power & Lighting Company Plc (KPLC.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-kplc-2022-ar-00/,https://africanfinancials.com/company/ke-kplc/,54
KenGen Limited (KEGN.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-kegn-2022-ar-00/,https://africanfinancials.com/company/ke-kegn/,54
Unga Group Limited (UNGA.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-unga-2022-ar-00/,https://africanfinancials.com/company/ke-unga/,54
E.A Portland Cement Company Limited (PORT.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-port-2022-ar-00/,https://africanfinancials.com/company/ke-port/,54
Longhorn Publishers Plc (LKL.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-lkl-2022-ar-00/,https://africanfinancials.com/company/ke-lkl/,54
Carbacid Investments Plc (CARB.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-carb-2022-ar-00/,https://africanfinancials.com/company/ke-carb/,55
Eaagads Limited (EGAD.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-egad-2022-ar-00/,https://africanfinancials.com/company/ke-egad/,56
